topic,strategy,rank,tts,tts_tfidf,kis
445,s2,5,women besid,clergi countri,church ordain
445,s2,6,women unit,clergi choir,church ordin
445,s2,7,women state,clergi pastor,church priest
445,s2,8,women consid,clergi women,church canterburi
445,s2,9,women have,clergi relev,church cathol
445,s2,10,women approv,clergi must,church episcop
325,s2,1,cult lifestyl,cult relev,cult sect
325,s2,2,cult describ,cult lifestyl,cult aum
325,s2,3,cult name,cult document,cult koresh
325,s2,4,cult identifi,cult name,cult asahara
325,s2,5,cult member,cult attain,cult member
325,s2,6,cult activ,cult clarifi,cult compound
325,s2,7,cult everydai,cult everydai,cult shinrikyo
325,s2,8,cult life,cult inform,cult davidian
325,s2,9,cult relev,cult member,cult group
325,s2,10,cult document,cult eat,cult mr
404,s2,1,ireland peac,ireland peac,i.r.a sinn
404,s2,2,ireland talk,ireland violenc,i.r.a fein
404,s2,3,ireland how,ireland relev,i.r.a ireland
404,s2,4,ireland often,ireland act,i.r.a protest
404,s2,5,ireland were,ireland interrupt,i.r.a irish
404,s2,6,ireland delai,ireland disrupt,i.r.a british
404,s2,7,ireland disrupt,ireland talk,i.r.a northern
404,s2,8,ireland result,ireland attribut,i.r.a peac
404,s2,9,ireland act,ireland directli,i.r.a cathol
404,s2,10,ireland violenc,ireland delai,i.r.a talk
646,s2,1,food stamp,stamp food,stamp food
646,s2,2,food increas,stamp document,stamp welfar
646,s2,3,food find,stamp relev,stamp benefit
646,s2,4,food document,stamp elig,stamp program
646,s2,5,food discuss,stamp discuss,stamp immigr
646,s2,6,food number,stamp recipi,stamp feder
646,s2,7,food peopl,stamp impli,stamp state
646,s2,8,food receiv,stamp increas,stamp recipi
646,s2,9,food benefit,stamp immigr,stamp elig
646,s2,10,food chang,stamp certain,stamp peopl
408,s2,1,tropic storm,storm tropic,hurrican storm
408,s2,2,tropic what,storm damag,hurrican damag
408,s2,3,tropic hurrican,storm typhoon,hurrican flood
408,s2,4,tropic typhoon,storm hurrican,hurrican wind
408,s2,5,tropic have,storm caus,hurrican were
408,s2,6,tropic caus,storm relev,hurrican island
408,s2,7,tropic signific,storm slight,hurrican coast
408,s2,8,tropic properti,storm extent,hurrican said
408,s2,9,tropic damag,storm document,hurrican peopl
408,s2,10,tropic loss,storm properti,hurrican rain
690,s2,1,colleg educ,document advantag,colleg job
690,s2,2,colleg advantag,document relev,colleg wage
690,s2,3,colleg find,document colleg,colleg worker
690,s2,4,colleg document,document cite,colleg educ
690,s2,5,colleg which,document vocat,colleg graduat
690,s2,6,colleg describ,document opportun,colleg percent
690,s2,7,colleg hire,document educ,colleg economist
690,s2,8,colleg potenti,document u.,colleg employ
690,s2,9,colleg increas,document non,colleg incom
690,s2,10,colleg incom,document hire,colleg high
372,s2,1,nativ american,nativ casino,casino tribe
372,s2,2,nativ casino,nativ gambl,casino indian
372,s2,3,nativ identifi,nativ american,casino gambl
372,s2,4,nativ document,nativ document,casino tribal
372,s2,5,nativ discuss,nativ autonomi,casino pequot
372,s2,6,nativ growth,nativ tribal,casino state
372,s2,7,nativ gambl,nativ discuss,casino mohawk
372,s2,8,nativ relev,nativ relev,casino reserv
372,s2,9,nativ includ,nativ implic,casino foxwood
372,s2,10,nativ regard,nativ aspect,casino land
330,s2,1,iran cooper,cooper iran,iran iraq
330,s2,2,iran queri,cooper queri,iran iranian
330,s2,3,iran look,cooper etc,iran iraqi
330,s2,4,iran exampl,cooper benefici,iran war
330,s2,5,iran friendli,cooper relev,iran teheran
330,s2,6,iran ti,cooper sanction,iran gulf
330,s2,7,iran between,cooper mutual,iran ceas
330,s2,8,iran iraq,cooper collabor,iran baghdad
330,s2,9,iran wai,cooper friendli,iran shiit
330,s2,10,iran which,cooper countri,iran peac
375,s2,1,hydrogen energi,hydrogen energi,hydrogen fuel
375,s2,2,hydrogen what,hydrogen fusion,hydrogen fusion
375,s2,3,hydrogen statu,hydrogen feasibl,hydrogen cell
375,s2,4,hydrogen research,hydrogen research,hydrogen energi
375,s2,5,hydrogen feasibl,hydrogen relev,hydrogen car
375,s2,6,hydrogen sourc,hydrogen fuel,hydrogen vehicl
375,s2,7,hydrogen relev,hydrogen document,hydrogen electr
375,s2,8,hydrogen document,hydrogen statu,hydrogen power
375,s2,9,hydrogen describ,hydrogen progress,hydrogen hybrid
375,s2,10,hydrogen progress,hydrogen engin,hydrogen gasolin
378,s2,1,euro opposit,euro opposit,euro european
378,s2,2,euro identifi,euro document,euro currenc
378,s2,3,euro document,euro relev,euro europ
378,s2,4,euro discuss,euro currenc,euro britain
378,s2,5,euro us,euro us,euro monetari
378,s2,6,euro european,euro european,euro treati
378,s2,7,euro currenc,euro oppos,euro union
378,s2,8,euro relev,euro identifi,euro germani
378,s2,9,euro should,euro individu,euro blair
378,s2,10,euro includ,euro discuss,euro econom
379,s2,1,mainstream identifi,impair mainstream,educ student
379,s2,2,mainstream document,impair mental,educ special
379,s2,3,mainstream discuss,impair document,educ school
379,s2,4,mainstream children,impair children,educ disabl
379,s2,5,mainstream physic,impair physic,educ children
379,s2,6,mainstream mental,impair con,educ classroom
379,s2,7,mainstream impair,impair relev,educ teacher
379,s2,8,mainstream relev,impair belief,educ class
379,s2,9,mainstream includ,impair attitud,educ district
379,s2,10,mainstream pro,impair pro,educ learn
336,s2,1,black bear,bear relev,bear hunt
336,s2,2,black attack,bear black,bear wildlif
336,s2,3,black relev,bear viciou,bear grizzli
336,s2,4,black document,bear savag,bear black
336,s2,5,black would,bear attack,bear anim
336,s2,6,black discuss,bear document,bear kill
336,s2,7,black frequenc,bear caus,bear popul
336,s2,8,black viciou,bear aforement,bear human
336,s2,9,black worldwid,bear vicious,bear state
336,s2,10,black possibl,bear frequenc,bear jersei
414,s2,1,cuba sugar,sugar cuba,cuba castro
414,s2,2,cuba export,sugar export,cuba cuban
414,s2,3,cuba how,sugar relev,cuba soviet
414,s2,4,cuba much,sugar explicitli,cuba sugar
414,s2,5,cuba doe,sugar statist,cuba gorbachev
414,s2,6,cuba which,sugar unless,cuba cargil
414,s2,7,cuba countri,sugar document,cuba union
414,s2,8,cuba import,sugar mention,cuba econom
414,s2,9,cuba relev,sugar regard,cuba fidel
414,s2,10,cuba document,sugar trade,cuba havana
416,s2,1,three gorg,project gorg,dam china
416,s2,2,three project,project ongo,dam yangtz
416,s2,3,three what,project relev,dam gorg
416,s2,4,three ongo,project estim,dam project
416,s2,5,three statu,project ecolog,dam river
416,s2,6,three relev,project actual,dam chines
416,s2,7,three document,project output,dam water
416,s2,8,three provid,project electr,dam flood
416,s2,9,three actual,project document,dam chongq
416,s2,10,three date,project statu,dam beij
614,s2,1,flavr savr,flavr savr,genet tomato
614,s2,2,flavr tomato,flavr tomato,genet calgen
614,s2,3,flavr find,flavr genet,genet biotechnolog
614,s2,4,flavr inform,flavr relev,genet food
614,s2,5,flavr about,flavr calgen,genet gene
614,s2,6,flavr first,flavr saver,genet plant
614,s2,7,flavr genet,flavr document,genet monsanto
614,s2,8,flavr modifi,flavr food,genet engin
614,s2,9,flavr food,flavr modifi,genet crop
614,s2,10,flavr product,flavr flavor,genet agricultur
419,s2,1,recycl automobil,tire recycl,tire recycl
419,s2,2,recycl tire,tire automobil,tire rubber
419,s2,3,recycl what,tire filler,tire landfil
419,s2,4,recycl new,tire binder,tire plant
419,s2,5,recycl us,tire reef,tire environment
419,s2,6,recycl have,tire asphalt,tire burn
419,s2,7,recycl been,tire roadwai,tire us
419,s2,8,recycl develop,tire distil,tire materi
419,s2,9,recycl old,tire habitat,tire seneca
419,s2,10,recycl mean,tire scrap,tire reef
341,s2,1,airport secur,relev luggag,airport secur
341,s2,2,airport relev,relev screen,airport airlin
341,s2,3,airport document,relev airport,airport passeng
341,s2,4,airport would,relev flight,airport bag
341,s2,5,airport discuss,relev step,airport machin
341,s2,6,airport effect,relev passeng,airport explos
341,s2,7,airport effort,relev baggag,airport luggag
341,s2,8,airport better,relev scrutin,airport aviat
341,s2,9,airport scrutin,relev addit,airport bomb
341,s2,10,airport passeng,relev secur,airport flight
344,s2,1,abus e,abus e,mail e
344,s2,2,abus avail,abus payer,mail employe
344,s2,3,abus mani,abus system,mail messag
344,s2,4,abus peopl,abus dissatisfact,mail compani
344,s2,5,abus through,abus entiti,mail privaci
344,s2,6,abus job,abus relat,mail monitor
344,s2,7,abus school,abus relev,mail comput
344,s2,8,abus affili,abus cost,mail employ
344,s2,9,abus ha,abus affili,mail ethic
344,s2,10,abus allow,abus commun,mail web
345,s2,1,oversea tobacco,u. tobacco,tobacco cigarett
345,s2,2,oversea sale,u. oversea,tobacco philip
345,s2,3,oversea health,u. health,tobacco morri
345,s2,4,oversea studi,u. sale,tobacco rjr
345,s2,5,oversea primarili,u. impact,tobacco compani
345,s2,6,oversea u.,u. econom,tobacco nabisco
345,s2,7,oversea have,u. caus,tobacco smoke
345,s2,8,oversea caus,u. relev,tobacco percent
345,s2,9,oversea reduct,u. decreas,tobacco brand
345,s2,10,oversea here,u. compani,tobacco billion
389,s2,1,illeg technolog,entiti transfer,toshiba export
389,s2,2,illeg transfer,entiti illeg,toshiba nuclear
389,s2,3,illeg what,entiti purpos,toshiba technolog
389,s2,4,illeg specif,entiti specif,toshiba offici
389,s2,5,illeg entiti,entiti indirectli,toshiba missil
389,s2,6,illeg have,entiti technolog,toshiba china
389,s2,7,illeg been,entiti etc,toshiba p.r.c
389,s2,8,illeg accus,entiti government,toshiba khan
389,s2,9,illeg sell,entiti relev,toshiba compani
389,s2,10,illeg product,entiti formula,toshiba weapon
422,s2,1,art stolen,stolen relev,stolen museum
422,s2,2,art forg,stolen forg,stolen art
422,s2,3,art what,stolen art,stolen paint
422,s2,4,art incid,stolen mass,stolen theft
422,s2,5,art have,stolen etc,stolen thiev
422,s2,6,art been,stolen reproduct,stolen artwork
422,s2,7,art instanc,stolen pirat,stolen galleri
422,s2,8,art ani,stolen softwar,stolen work
422,s2,9,art media,stolen decor,stolen recov
422,s2,10,art relev,stolen incid,stolen from
620,s2,1,franc nuclear,franc nuclear,test french
620,s2,2,franc test,franc document,test nuclear
620,s2,3,franc how,franc protest,test franc
620,s2,4,franc did,franc test,test chirac
620,s2,5,franc respond,franc relev,test mururoa
620,s2,6,franc protest,franc pacif,test greenpeac
620,s2,7,franc against,franc regard,test atol
620,s2,8,franc it,franc ani,test pacif
620,s2,9,franc south,franc type,test polynesia
620,s2,10,franc pacif,franc contain,test protest
423,s2,1,milosev mirjana,mirjana markov,milosev serbia
423,s2,2,milosev markov,mirjana milosev,milosev serbian
423,s2,3,milosev find,mirjana relev,milosev belgrad
423,s2,4,milosev refer,mirjana mira,milosev kosovo
423,s2,5,milosev wife,mirjana wife,milosev mr
423,s2,6,milosev ani,mirjana mention,milosev markov
423,s2,7,milosev mention,mirjana serbian,milosev serb
423,s2,8,milosev serbian,mirjana refer,milosev yugoslav
423,s2,9,milosev presid,mirjana nicknam,milosev draskov
423,s2,10,milosev relev,mirjana specifi,milosev yugoslavia
347,s2,1,wildlif extinct,speci extinct,wildlif eleph
347,s2,2,wildlif spot,speci wildlif,wildlif speci
347,s2,3,wildlif owl,speci prevent,wildlif rhino
347,s2,4,wildlif episod,speci countri,wildlif tiger
347,s2,5,wildlif america,speci effort,wildlif poacher
347,s2,6,wildlif highlight,speci owl,wildlif ivori
347,s2,7,wildlif u.,speci demis,wildlif anim
347,s2,8,wildlif effort,speci u.,wildlif panda
347,s2,9,wildlif prevent,speci specifi,wildlif poach
347,s2,10,wildlif speci,speci relev,wildlif endang
426,s2,1,law enforc,dog relev,dog polic
426,s2,2,law dog,dog enforc,dog bomb
426,s2,3,law provid,dog handler,dog secur
426,s2,4,law inform,dog inform,dog said
426,s2,5,law us,dog law,dog snif
426,s2,6,law worldwid,dog worldwid,dog airport
426,s2,7,law purpos,dog item,dog search
426,s2,8,law relev,dog purpos,dog offic
426,s2,9,law item,dog specif,dog explos
426,s2,10,law includ,dog train,dog offici
427,s2,1,uv damag,uv damag,ozon ultraviolet
427,s2,2,uv ey,uv relev,ozon cataract
427,s2,3,uv find,uv document,ozon ey
427,s2,4,uv document,uv discuss,ozon radiat
427,s2,5,uv discuss,uv ocular,ozon skin
427,s2,6,uv ultraviolet,uv ey,ozon chemic
427,s2,7,uv light,uv melanoma,ozon chlorofluorocarbon
427,s2,8,uv from,uv cataract,ozon sun
427,s2,9,uv sun,uv ultraviolet,ozon sunglass
427,s2,10,uv can,uv treatment,ozon deplet
307,s2,1,new hydroelectr,relev project,dam project
307,s2,2,new project,relev hydroelectr,dam china
307,s2,3,new identifi,relev reservoir,dam river
307,s2,4,new propos,relev propos,dam quebec
307,s2,5,new under,relev locat,dam hydroelectr
307,s2,6,new construct,relev exist,dam yangtz
307,s2,7,new countri,relev minimum,dam gorg
307,s2,8,new locat,relev facil,dam water
307,s2,9,new detail,relev underwai,dam hydro
307,s2,10,new descript,relev construct,dam environment
626,s2,1,human stamped,stamped relev,stamped pilgrim
626,s2,2,human find,stamped human,stamped were
626,s2,3,human report,stamped document,stamped peopl
626,s2,4,human have,stamped mention,stamped crowd
626,s2,5,human result,stamped event,stamped fire
626,s2,6,human 20,stamped anim,stamped kill
626,s2,7,human more,stamped entertain,stamped saudi
626,s2,8,human death,stamped restaur,stamped said
626,s2,9,human document,stamped bar,stamped club
626,s2,10,human mention,stamped sport,stamped mecca
393,s3,1,merci kill identifi,relev merci case,kevorkian suicid patient
393,s3,2,merci kill document,relev merci kill,kevorkian suicid doctor
393,s3,3,merci kill discuss,relev merci mention,kevorkian suicid euthanasia
393,s3,4,merci kill all,relev merci descript,kevorkian suicid dr
393,s3,5,merci kill individu,relev merci murder,kevorkian suicid assist
393,s3,6,merci kill case,relev merci document,kevorkian suicid die
393,s3,7,merci kill relev,relev merci victim,kevorkian suicid death
393,s3,8,merci kill except,relev merci specif,kevorkian suicid medic
393,s3,9,merci kill letter,relev merci identifi,kevorkian suicid court
393,s3,10,merci kill editor,relev merci remov,kevorkian suicid life
350,s3,1,health comput termin,termin carpel comput,ergonom comput keyboard
350,s3,2,health comput hazard,termin carpel health,ergonom comput injuri
350,s3,3,health comput individu,termin carpel cataract,ergonom comput vdt
350,s3,4,health comput work,termin carpel daili,ergonom comput repetit
350,s3,5,health comput daili,termin carpel allevi,ergonom comput termin
350,s3,6,health comput basi,termin carpel fatigu,ergonom comput worker
350,s3,7,health comput relev,termin carpel disord,ergonom comput wrist
350,s3,8,health comput document,termin carpel tunnel,ergonom comput carpal
350,s3,9,health comput would,termin carpel relev,ergonom comput work
350,s3,10,health comput contain,termin carpel ani,ergonom comput osha
394,s3,1,home school identifi,data relev home,school home children
394,s3,2,home school document,data relev educ,school home parent
394,s3,3,home school discuss,data relev environ,school home educ
394,s3,4,home school educ,data relev document,school home schooler
394,s3,5,home school children,data relev children,school home student
394,s3,6,home school relev,data relev school,school home she
394,s3,7,home school would,data relev disadvantag,school home teacher
394,s3,8,home school contain,data relev classroom,school home famili
394,s3,9,home school ani,data relev therefor,school home teach
394,s3,10,home school data,data relev mobil,school home her
353,s3,1,antarctica explor identifi,antarctica scientif systemat,antarctica ozon ic
353,s3,2,antarctica explor systemat,antarctica scientif explor,antarctica ozon antarct
353,s3,3,antarctica explor scientif,antarctica scientif document,antarctica ozon scientist
353,s3,4,antarctica explor investig,antarctica scientif ionospher,antarctica ozon atmospher
353,s3,5,antarctica explor current,antarctica scientif seismolog,antarctica ozon dr
353,s3,6,antarctica explor plan,antarctica scientif non,antarctica ozon pole
353,s3,7,antarctica explor document,antarctica scientif e.g,antarctica ozon sea
353,s3,8,antarctica explor discuss,antarctica scientif discuss,antarctica ozon deplet
353,s3,9,antarctica explor follow,antarctica scientif identifi,antarctica ozon warm
353,s3,10,antarctica explor issu,antarctica scientif investig,antarctica ozon earth
397,s3,1,automobil recal identifi,automobil recal document,recal car ford
397,s3,2,automobil recal document,automobil recal relev,recal car vehicl
397,s3,3,automobil recal discuss,automobil recal discuss,recal car defect
397,s3,4,automobil recal reason,automobil recal specifi,recal car motor
397,s3,5,automobil recal relev,automobil recal reason,recal car safeti
397,s3,6,automobil recal specifi,automobil recal truck,recal car mitsubishi
397,s3,7,automobil recal major,automobil recal manufactur,recal car model
397,s3,8,automobil recal minor,automobil recal identifi,recal car toyota
397,s3,9,automobil recal car,automobil recal minor,recal car problem
397,s3,10,automobil recal manufactur,automobil recal car,recal car audi
310,s3,1,radio wave brain,cancer brain radio,cancer electromagnet studi
310,s3,2,radio wave cancer,cancer brain mobil,cancer electromagnet field
310,s3,3,radio wave evid,cancer brain tower,cancer electromagnet radiat
310,s3,4,radio wave from,cancer brain phone,cancer electromagnet brain
310,s3,5,radio wave tower,cancer brain car,cancer electromagnet phone
310,s3,6,radio wave car,cancer brain incid,cancer electromagnet tumor
310,s3,7,radio wave mobil,cancer brain wave,cancer electromagnet cell
310,s3,8,radio wave phone,cancer brain popul,cancer electromagnet power
310,s3,9,radio wave affect,cancer brain occurr,cancer electromagnet microwav
310,s3,10,radio wave occurr,cancer brain person,cancer electromagnet line
354,s3,1,journalist risk identifi,journalist hostag e.g,journalist pearl kill
354,s3,2,journalist risk instanc,journalist hostag instanc,journalist pearl report
354,s3,3,journalist risk where,journalist hostag arrest,journalist pearl mr
354,s3,4,journalist risk ha,journalist hostag identifi,journalist pearl hostag
354,s3,5,journalist risk been,journalist hostag risk,journalist pearl sheikh
354,s3,6,journalist risk put,journalist hostag kill,journalist pearl kidnap
354,s3,7,journalist risk e.g,journalist hostag relev,journalist pearl pakistani
354,s3,8,journalist risk kill,journalist hostag taken,journalist pearl pakistan
354,s3,9,journalist risk arrest,journalist hostag perform,journalist pearl american
354,s3,10,journalist risk taken,journalist hostag correspond,journalist pearl correspond
355,s3,1,ocean remot sens,remot ocean relev,satellit ocean earth
355,s3,2,ocean remot identifi,remot ocean sens,satellit ocean sea
